NAME,LAT,LON
RGL,-51.6089,-69.3126
ROS,-32.9036,-60.785
SFN,-31.7117,-60.8117
YFJ,64.190804,-114.077002
YLE,63.13169861,-117.2460022
YRA,64.1160965,-117.3099976
YSG,62.418303,-110.681998
AKF,24.17869949,23.31399918
AMM,31.72260094,35.99319839
BEN,32.09680176,20.26950073
HBE,30.91769981,29.69639969
MRA,32.325,15.061
SFA,34.7179985,10.69099998
TIP,32.66350174,13.1590004
AET,66.55180359,-152.621994
ARC,68.1147,-145.578995
HUS,66.04109955,-154.2630005
KBC,66.256708,-145.815319
VEE,67.00869751,-146.3659973
CGD,28.91889954,111.6399994
HIA,33.79083333,119.125
HSG,33.14970016,130.302002
IBR,36.18109894,140.4149933
KHH,22.57710075,120.3499985
LYA,34.74110031,112.3880005
TAK,34.21419907,134.0160065
ZYI,27.5895,107.0007
AZO,42.23490143,-85.55210114
CHA,35.03530121,-85.20379639
CRW,38.37310028,-81.59320068
CVG,39.04880142,-84.6678009
DTW,42.21239853,-83.35340118
EVV,38.03699875,-87.53240204
FWA,40.97850037,-85.19509888
GFK,47.949299,-97.176102
GSO,36.09780121,-79.93730164
GSP,34.89569855,-82.21890259
LAN,42.77870178,-84.58740234
LEX,38.03649902,-84.60590363
LGA,40.77719879,-73.87259674
MBS,43.53290176,-84.07959747
MDT,40.19350052,-76.76339722
MEM,35.04240036,-89.97669983
MSP,44.882,-93.221802
MSY,29.99340057,-90.25800323
ROA,37.3255,-79.975403
SYR,43.11119843,-76.10630035
TVF,48.06570053,-96.18499756
TYS,35.81100082,-83.9940033
XNA,36.281898,-94.306801
ACK,41.25310135,-70.06020355
ALB,42.74829865,-73.80169678
AUG,44.3205986,-69.79730225
AXA,18.2048,-63.055099
BHB,44.45000076,-68.3615036
BIL,45.80770111,-108.5429993
BOS,42.36429977,-71.00520325
CGI,37.22529984,-89.57080078
CPX,18.313289,-65.304324
EIS,18.44479942,-64.54299927
EWB,41.67610168,-70.95690155
GDV,47.13869858,-104.8069992
GGW,48.212502,-106.614998
HPN,41.06700134,-73.70760345
HVR,48.54299927,-109.762001
HYA,41.66930008,-70.28040314
IRK,40.09349823,-92.54489899
LEB,43.62609863,-72.30419922
MAZ,18.25569916,-67.14849854
MSS,44.93579865,-74.84559631
MVY,41.39310074,-70.61430359
MWA,37.75500107,-89.01110077
OGS,44.68190002,-75.46549988
OLF,48.0945015,-105.5749969
OWB,37.74010086,-87.16680145
PVC,42.07189941,-70.2213974
RKD,44.06010056,-69.09919739
RUT,43.52939987,-72.94960022
SDY,47.706902,-104.193001
SJU,18.43939972,-66.00180054
SLK,44.38529968,-74.20619965
STT,18.33729935,-64.9733963
STX,17.70190048,-64.79859924
TBN,37.74160004,-92.14070129
UIN,39.94269943,-91.19460297
VIJ,18.44639969,-64.42749786
VQS,18.11580086,-65.42269897
YDQ,55.74229813,-120.1829987
YKA,50.70220184,-120.4440002
YLL,53.30920029,-110.072998
YOJ,58.62139893,-117.1650009
YOP,58.49140167,-119.4079971
YQZ,53.02610016,-122.5100021
YXJ,56.23809814,-120.7399979
YXS,53.88940048,-122.6790009
YXT,54.468498,-128.576009
YYD,54.8246994,-127.1829987
YYE,58.83639908,-122.5970001
BCV,#N/A,#N/A
CUK,17.7347,-88.0325
CZH,18.3822,-88.4119
DGA,16.966667,-88.216667
PLJ,16.536944,-88.361667
PND,16.1024,-88.8083
SPR,17.9139,-87.9711
TZA,17.5344,-88.298
GDT,21.44449997,-71.14230347
PLS,21.77359962,-72.26589966
SLX,21.33300018,-71.19999695
ACR,-0.5833,-72.4083
ADZ,12.5836,-81.7112
APO,7.81196,-76.7164
AUC,7.06888,-70.7369
BSC,6.20292,-77.3947
BUN,3.81963,-76.9898
CZU,9.33274,-75.2856
EOH,6.220549,-75.590582
FLA,1.58919,-75.5644
GPI,2.57013,-77.8986
IPI,0.861925,-77.6718
LCR,-0.733333,-73.016667
LET,-4.19355,-69.9432
LMC,2.179167,-73.7875
LPD,-1.32861,-69.5797
LQM,-0.182278,-74.7708
MVP,1.25366,-70.2339
NQU,5.6964,-77.2806
PCR,6.18472,-67.4932
PDA,3.85353,-67.9062
PSO,1.39625,-77.2915
PUU,0.505228,-76.5008
PVA,13.3569,-81.3583
RVE,6.951868,-71.857179
SJE,2.57969,-72.6394
SVI,2.15217,-74.7663
TCD,-2.867,-69.733
TME,6.45108,-71.7603
UIB,5.69076,-76.6412
VGZ,0.978767,-76.6056
VVC,4.16787,-73.6138
BVA,49.45439911,2.112780094
KBP,50.34500122,30.8946991
KIV,46.92770004,28.93099976
OTP,44.5711111,26.085
BLA,10.111111,-64.692222
BNS,8.615,-70.21416667
MRD,8.582078,-71.161041
PMV,10.91260338,-63.96659851
PTY,9.071359634,-79.38349915
PZO,8.28853035,-62.76039886
VLV,9.340477943,-70.58406067
AJL,23.84059906,92.61969757
ATQ,31.70960045,74.79730225
AUH,24.43300056,54.65110016
BAH,26.27079964,50.63359833
BHJ,23.28779984,69.67019653
BHO,23.28750038,77.33740234
BHU,21.75219917,72.18520355
CCJ,11.13679981,75.95529938
CMB,7.180759907,79.88410187
DED,30.189699,78.180298
DIU,20.71310043,70.9210968
DMM,26.47120094,49.79790115
DOH,25.273056,51.608056
EWR,40.69250107,-74.16870117
GOP,26.73970032,83.4496994
IXE,12.9612999,74.89009857
IXL,34.13589859,77.54650116
IXM,9.83450985,78.09339905
IXS,24.91290092,92.97869873
IXU,19.86269951,75.39810181
IXZ,11.64120007,92.72969818
JDH,26.25110054,73.04889679
KWI,29.22660065,47.96889877
PBD,21.64870071,69.65720367
RAJ,22.30920029,70.77950287
RJA,17.11039925,81.81819916
RUH,24.95759964,46.69879913
TRZ,10.76539993,78.70970154
UDR,24.61770058,73.89610291
YYZ,43.67720032,-79.63059998
JKH,38.34320068,26.1406002
JSH,35.21609879,26.10129929
KLX,37.06829834,22.02549934
SMI,37.68999863,26.9116993
AOK,35.42139816,27.14599991
AXD,40.85589981,25.95630074
CHQ,35.53170013,24.14970016
EFL,38.12009811,20.50049973
IEV,50.40194,30.45194
IOA,39.69639969,20.82250023
JIK,37.68270111,26.3470993
JKL,36.9632988,26.94059944
JNX,37.08110046,25.36809921
JSI,39.17710114,23.50370026
JSY,37.42279816,24.95089912
JTY,36.57989883,26.37579918
KIT,36.27429962,23.0170002
KSJ,35.42139816,26.90999985
KZS,36.14170074,29.57640076
LRS,37.184898,26.800301
LXS,39.917099,25.23629951
MJT,39.05670166,26.59830093
MLO,36.696899,24.4769
MRS,43.43927192,5.221424103
NTE,47.15319824,-1.610730052
PAS,37.020495,25.113195
PHL,39.87189865,-75.2410965
SKU,38.96760178,24.48719978
SOF,42.69669342,23.41143608
TIA,41.41469955,19.72060013
ZTH,37.7509,20.8843
BYC,-21.96089935,-63.65169907
CBB,-17.42110062,-66.17710114
CIJ,-11.04039955,-68.78299713
GYA,-10.82059956,-65.34559631
LPB,-16.51329994,-68.19229889
POI,-19.54310036,-65.72370148
RIB,-11,-66
SRZ,-17.81159973,-63.17150116
TDD,-14.81869984,-64.91799927
TJA,-21.5557003,-64.70130157
AGF,44.17470169,0.590556026
AJA,41.92359924,8.802920341
AUR,44.89139938,2.421940088
BES,48.44789886,-4.418540001
BIQ,43.4683333,-1.5311111
BVE,45.039722,1.485556
CFE,45.7867012,3.169169903
CFR,49.1733017,-0.449999988
DCM,43.55630112,2.28918004
ETZ,48.98210144,6.251319885
FLR,43.810001,11.2051
FSC,41.50059891,9.097780228
GOT,57.66279984,12.27980042
LAI,48.754398,-3.47166
LDE,43.17869949,-0.006439
LIL,50.563332,3.086886
LRH,46.17919922,-1.195279956
LRT,47.76060104,-3.440000057
ORY,48.7233333,2.3794444
PGF,42.74039841,2.87067008
PIS,46.58769989,0.306665987
PUF,43.38000107,-0.41861099
RDZ,44.40790176,2.482670069
RNS,48.06949997,-1.734789968
SXB,48.53829956,7.628230095
UIP,47.97499847,-4.167789936
EBB,0.042386,32.443501
PAF,#N/A,#N/A
BUS,41.61029816,41.59970093
KUT,42.17670059,42.48260117
ABE,40.65209961,-75.44080353
ABI,32.41130066,-99.68190002
ABQ,35.040199,-106.609001
ABZ,57.20190048,-2.197779894
ACT,31.61129951,-97.23049927
ADL,-34.945,138.531006
AEX,31.32740021,-92.54979706
AGS,33.36989975,-81.96450043
AKL,-37.0080986,174.7920074
ALO,42.55709839,-92.40029907
AMA,35.219398,-101.706001
AQP,-16.34110069,-71.58309937
ART,43.9919014,-76.021698
ASP,-23.80669975,133.9019928
AUS,30.19449997,-97.66989899
AVL,35.43619919,-82.54180145
AVP,41.33850098,-75.7233963
BDA,32.36399841,-64.67870331
BDL,41.93889999,-72.68319702
BFL,35.43360138,-119.0569992
BGI,13.07460022,-59.49250031
BGM,42.20869827,-75.97979736
BGR,44.80739975,-68.82810211
BHD,54.61809921,-5.872499943
BHM,33.56290054,-86.75350189
BJX,20.9935,-101.481003
BMI,40.47710037,-88.91590118
BNA,36.12450027,-86.67819977
BNE,-27.38419914,153.1170044
BOI,43.5644,-116.223
BPT,29.95079994,-94.02069855
BRO,25.90679932,-97.42590332
BTR,30.533199,-91.149597
BTV,44.47190094,-73.15329742
BUF,42.94049835,-78.73220062
BUR,34.20069885,-118.3590012
BWI,39.1754,-76.668297
CAE,33.93880081,-81.11949921
CAK,40.91609955,-81.44219971
CBR,-35.30690002,149.1950073
CHC,-43.48939896,172.5319977
CHO,38.1385994,-78.45290375
CHS,32.89860153,-80.04049683
CID,41.88470078,-91.71080017
CLE,41.4117012,-81.84980011
CLL,30.58860016,-96.36380005
CMH,39.998001,-82.891899
CMI,40.03919983,-88.27809906
CNF,-19.62444305,-43.9719429
CNS,-16.88579941,145.7550049
COS,38.805801,-104.700996
COU,38.81809998,-92.21959686
CRP,27.77039909,-97.50119781
CTS,42.77519989,141.6920013
CWA,44.77759933,-89.66680145
DAB,29.179899,-81.058098
DAY,39.90240097,-84.2193985
DBQ,42.40200043,-90.70950317
DCA,38.8521,-77.037697
DEN,39.86169815,-104.6729965
DRO,37.1515007,-107.7539978
DSM,41.5340004,-93.6631012
ELM,42.15990067,-76.89160156
ELP,31.80719948,-106.3779984
ERI,42.08312701,-80.17386675
EUG,44.12459946,-123.211998
EWN,35.07300186,-77.04290009
FAR,46.92070007,-96.81580353
FAT,36.77619934,-119.7180023
FAY,34.99119949,-78.88030243
FLG,35.13850021,-111.6709976
FLO,34.1853981,-79.72389984
FNT,42.9654007,-83.74359894
FSD,43.58200073,-96.74189758
FSM,35.33660126,-94.36740112
GCK,37.92750168,-100.723999
GCM,19.2928009,-81.35769653
GEG,47.61989975,-117.5339966
GGG,32.38399887,-94.71150208
GIB,36.15119934,-5.34965992
GJT,39.12239838,-108.5270004
GLA,55.87189865,-4.433060169
GND,12.00419998,-61.78620148
GPT,30.40730095,-89.07009888
GRB,44.48509979,-88.12960052
GRI,40.96749878,-98.30960083
GRK,31.06719971,-97.8289032
GRR,42.88079834,-85.52279663
HHH,32.22439957,-80.69750214
HNL,21.32062,-157.924228
HOU,29.64539909,-95.27890015
HSV,34.6371994,-86.77510071
HTS,38.36669922,-82.55799866
HVN,41.26369858,-72.88680267
IAD,38.94449997,-77.45580292
IAH,29.9843998,-95.34140015
ICT,37.649899,-97.433098
ILM,34.27059937,-77.90260315
IND,39.7173,-86.294403
IPT,41.2417984,-76.9210968
ISP,40.79520035,-73.10019684
ITH,42.49100113,-76.45839691
ITM,34.78549957,135.4380035
JAN,32.31119919,-90.07589722
JLN,37.15179825,-94.49829865
JNU,58.35499954,-134.576004
JUL,-15.46710014,-70.15820313
KOA,19.738783,-156.045603
LAW,34.56769943,-98.41660309
LBA,53.86589813,-1.660570025
LBB,33.663601,-101.822998
LCH,30.12610054,-93.22329712
LFT,30.20529938,-91.98760223
LGB,33.81769943,-118.1520004
LGK,6.329730034,99.72869873
LHE,31.52160072,74.4036026
LIH,21.97599983,-159.3390045
LIT,34.72940063,-92.22429657
LRD,27.54380035,-99.46160126
LSE,43.879002,-91.256699
LUX,49.6233333,6.2044444
LYH,37.3266983,-79.20040131
MAF,31.94249916,-102.2020035
MAO,-3.038609982,-60.04970169
MBJ,18.50370026,-77.91339874
MCI,39.2976,-94.713898
MFE,26.17580032,-98.23860168
MFR,42.37419891,-122.8730011
MGM,32.30059814,-86.39399719
MHK,39.14099884,-96.67079926
MHT,42.932598,-71.435699
MKE,42.94720078,-87.89659882
MLB,28.10280037,-80.64530182
MLI,41.44850159,-90.50749969
MLM,19.84989929,-101.0250015
MLU,32.51089859,-92.03769684
MMH,37.62409973,-118.8379974
MOB,30.69120026,-88.24279785
MQT,46.35359955,-87.395401
MRY,36.5870018,-121.8430023
MSN,43.13990021,-89.33750153
MYR,33.67969894,-78.92829895
NAN,-17.7553997,177.4429932
NAS,25.03899956,-77.46620178
NCL,55.03749847,-1.691669941
OAJ,34.82920074,-77.61209869
OAK,37.721298,-122.221001
OGG,20.8986,-156.429993
OKC,35.39310074,-97.60070038
OMA,41.3032,-95.894096
ONT,34.05599976,-117.6009979
ORF,36.89459991,-76.20120239
PBC,19.15810013,-98.37139893
PDX,45.58869934,-122.5979996
PGV,35.6352005,-77.38529968
PHF,37.13190079,-76.49299622
PHX,33.43429947,-112.012001
PIA,40.66419983,-89.69329834
PIT,40.49150085,-80.23290253
PMC,-41.43889999,-73.09400177
POP,19.75790024,-70.56999969
PPT,-17.553699,-149.606995
PSP,33.82970047,-116.5070038
PVD,41.732601,-71.420403
QRO,20.6173,-100.185997
RAP,44.04529953,-103.0569992
RDM,44.2541008,-121.1500015
RDU,35.87760162,-78.78749847
REC,-8.126489639,-34.92359924
RIC,37.50519943,-77.31970215
RNO,39.49909973,-119.7679977
ROC,43.1189003,-77.67240143
ROW,33.30160141,-104.5309982
RST,43.90829849,-92.5
RTM,51.956902,4.43722
SAF,35.61709976,-106.0889969
SAL,13.4409,-89.055702
SAN,32.73360062,-117.1900024
SAV,32.12760162,-81.20210266
SBA,34.42620087,-119.8399963
SBP,35.23680115,-120.6419983
SBY,38.34049988,-75.51029968
SCE,40.84930038,-77.84870148
SDF,38.1744,-85.736
SEA,47.449001,-122.308998
SFO,37.61899948,-122.375
SGF,37.24570084,-93.38860321
SHV,32.446602,-93.8256
SJC,37.362598,-121.929001
SJT,31.35770035,-100.4960022
SKB,17.31119919,-62.71870041
SLC,40.78839874,-111.9779968
SLP,22.25429916,-100.9309998
SMF,38.69540024,-121.5910034
SPS,33.9888,-98.491898
SRQ,27.39539909,-82.55439758
STI,19.40609932,-70.60469818
STS,38.50899887,-122.8130035
SUX,42.40259933,-96.38439941
SVG,58.87670135,5.63778019
SWF,41.5041008,-74.10479736
TOL,41.58679962,-83.80780029
TRI,36.475201,-82.407401
TSV,-19.25250053,146.7649994
TUL,36.19839859,-95.88809967
TUS,32.11610031,-110.9410019
TVC,44.74140167,-85.5821991
TXK,33.45370102,-93.99099731
TYR,32.35409927,-95.40239716
UVF,13.7332,-60.952599
VPS,30.4832,-86.525398
VVI,-17.6448,-63.135399
YHZ,44.88079834,-63.50859833
YKF,43.46080017,-80.37860107
YUM,32.65660095,-114.6060028
ACE,28.945499,-13.6052
ALC,38.28219986,-0.558156013
DJE,33.875,10.7755003
FMO,52.13460159,7.684830189
FNC,32.697899,-16.7745
FUE,28.45269966,-13.86380005
GCI,49.43500137,-2.601969957
GDN,54.37760162,18.46619987
INN,47.260201,11.344
JER,49.207901,-2.195509911
LCY,51.505299,0.055278
LEI,36.84389877,-2.370100021
LNZ,48.2332,14.1875
MAH,39.86259842,4.218649864
MLA,35.857498,14.4775
NBE,36.075833,10.438611
PAD,51.61410141,8.616319656
PDL,37.74119949,-25.69790077
PVK,38.92549896,20.76530075
SCN,49.21459961,7.109509945
SPC,28.626499,-17.7556
SVQ,37.41799927,-5.893109798
VLC,39.4893,-0.481625
VOL,39.21960068,22.79430008
VRA,23.03440094,-81.43530273
GNM,-14.20820045,-42.74610138
LAZ,-13.26210022,-43.40810013
ADD,8.977890015,38.79930115
AZS,19.2670002,-69.74199677
BJM,-3.324019909,29.31850052
CCC,22.46100044,-78.32839966
FIH,-4.38575,15.4446
HOG,20.78560066,-76.31510162
KGL,-1.96863,30.1395
LAD,-8.85837,13.2312
SNU,22.49220085,-79.94360352
TRD,63.4578018,10.9239998
VNO,54.634102,25.285801
YAM,46.48500061,-84.50939941
YBC,49.13249969,-68.20439911
YBG,48.33060074,-70.99639893
YCD,49.05497022,-123.8698626
YCG,49.29639816,-117.6320038
YDF,49.21080017,-57.39139938
YFC,45.8689003,-66.53720093
YGK,44.22529984,-76.59690094
YGP,48.77529907,-64.47859955
YGR,47.42470169,-61.77809906
YMM,56.65330124,-111.2220001
YPR,54.28609848,-130.4450073
YQF,52.18220139,-113.8939972
YQG,42.27560043,-82.95559692
YQL,49.63029861,-112.8000031
YQM,46.11220169,-64.6785965
YQR,50.43190002,-104.6660004
YQT,48.37189865,-89.32389832
YQU,55.17969894,-118.8850021
YQX,48.93690109,-54.56809998
YQY,46.1614,-60.047798
YSB,46.625,-80.79889679
YSJ,45.31610107,-65.89029694
YTS,48.56969833,-81.37670136
YTZ,43.627499,-79.396202
YVO,48.05329895,-77.78279877
YXE,52.17079926,-106.6999969
YXH,50.01890182,-110.7210007
YXU,43.035599,-81.1539
YYB,46.363602,-79.422798
YYF,49.46310043,-119.6019974
YYG,46.29000092,-63.12110138
YYR,53.31919861,-60.42580032
YYT,47.61859894,-52.75189972
YYY,48.60860062,-68.20809937
YZP,53.25429916,-131.8139954
YZR,42.99940109,-82.30889893
ZBF,47.62969971,-65.73889923
ZSA,24.06329918,-74.52400208
AAX,-19.5632,-46.96039963
AFL,-9.866389275,-56.10499954
AJU,-10.98400021,-37.07030106
AQA,-21.81200027,-48.13299942
ARU,-21.1413002,-50.42470169
ATM,-3.253910065,-52.25400162
BAZ,-0.981292,-62.919601
BEL,-1.37925005,-48.47629929
BPS,-16.438601,-39.080898
BVB,2.841388941,-60.6922226
BVH,-12.69439983,-60.09830093
BYO,-21.247299,-56.452499
CAW,-21.69829941,-41.30170059
CCM,-28.72444344,-49.42139053
CFB,-22.92169952,-42.07429886
CGH,-23.62611008,-46.65638733
CIZ,-4.134059906,-63.13259888
CKS,-6.115277767,-50.00138855
CLV,-17.72529984,-48.60749817
CMG,-19.01194382,-57.67139053
CPV,-7.26992,-35.8964
CXJ,-29.19709969,-51.1875
ERN,-6.639530182,-69.87979889
FEN,-3.85493,-32.423302
FLN,-27.67027855,-48.55250168
FOR,-3.776279926,-38.5326004
GVR,-18.89520073,-41.98220062
IGU,-25.60027885,-54.48500061
IMP,-5.53129,-47.459999
IOS,-14.81599998,-39.03319931
IPN,-19.47069931,-42.48759842
IRZ,-0.3786,-64.9923
ITB,-4.242340088,-56.0007019
IZA,-21.5130558,-43.17305756
JDO,-7.218959808,-39.27009964
JOI,-26.22450066,-48.79740143
JPA,-7.145833015,-34.94861221
JPR,-10.87080002,-61.8465004
JTC,-22.16685914,-49.05028667
LDB,-23.33359909,-51.13010025
LEC,-12.4822998,-41.27700043
MAB,-5.368589878,-49.13800049
MCP,0.050664,-51.07220078
MCZ,-9.510809898,-35.79169846
MEA,-22.34300041,-41.76599884
MGF,-23.4794445,-52.01222229
MII,-22.19689941,-49.92639923
MOC,-16.70689964,-43.81890106
NAT,-5.768056,-35.376111
NVT,-26.879999,-48.651402
OAL,-11.496,-61.4508
OLC,-3.467929508,-68.92041206
PAV,-9.40087986,-38.25059891
PET,-31.718399,-52.327702
PFB,-28.243999,-52.326599
PIN,-2.673019886,-56.77719879
PNZ,-9.362409592,-40.56909943
POJ,-18.67280006,-46.49119949
PPB,-22.17510033,-51.42459869
PVH,-8.709289551,-63.90230179
RBR,-9.868888855,-67.89805603
RIA,-29.711399,-53.688202
ROO,-16.586,-54.7248
RVD,-17.83472252,-50.95611191
SDU,-22.91049957,-43.1631012
SJK,-23.22920036,-45.86149979
SJL,-0.14835,-66.9855
SLZ,-2.58536005,-44.23410034
STM,-2.424721956,-54.78583145
TBT,-4.255670071,-69.93579865
TFF,-3.382940054,-64.72409821
THE,-5.059939861,-42.82350159
TMT,-1.489599943,-56.39680099
TUR,-3.786010027,-49.72029877
VCP,-23.00740051,-47.1344986
VIX,-20.258057,-40.286388
XAP,-27.13419914,-52.65660095
HUN,24.0230999,121.6179962
KNH,24.4279,118.359001
MXZ,24.35000038,116.1330032
MZG,23.56870079,119.6279984
OKA,26.19580078,127.6460037
RMQ,24.26469994,120.6210022
TTT,22.75499916,121.1019974
YNZ,33.425833,120.203056
ABV,9.006790161,7.263169765
ABY,31.53549957,-84.19450378
ANR,51.18939972,4.460279942
ATW,44.2580986,-88.51909637
BEY,33.82089996,35.48839951
BGF,4.398479939,18.51880074
BLL,55.74029922,9.151780128
BQK,31.25880051,-81.46649933
BZV,-4.251699924,15.25300026
CSG,32.5163002,-84.93890381
DAL,32.847099,-96.851799
DAR,-6.87811,39.202599
DHN,31.32130051,-85.44960022
DOL,49.36529922,0.154305995
DZA,-12.8046999,45.28110123
EBU,45.54059982,4.296390057
ECP,30.357106,-85.795414
EGC,44.82529831,0.518611014
ENH,30.32029915,109.4850006
EXT,50.7344017,-3.413889885
GOA,44.4133,8.8375
GTR,33.45029831,-88.59140015
HAH,-11.5337,43.2719
HRE,-17.931801,31.0928
IVL,68.6072998,27.40530014
JRO,-3.429409981,37.07450104
KBV,8.09912014,98.98619843
KTT,67.7009964,24.84679985
LBV,0.458600014,9.412280083
LGG,50.63740158,5.443220139
LIG,45.8628006,1.179440022
LJU,46.223701,14.4576
LLW,-13.7894001,33.78099823
LPQ,19.89730072,102.1610031
LUN,-15.33080006,28.45260048
LVI,-17.82180023,25.8227005
MDW,41.785999,-87.752403
MRU,-20.430201,57.683601
NBS,42.066944,127.602222
NDJ,12.1337,15.034
NKC,18.31,-15.9697222
NSI,3.722559929,11.5532999
PHC,5.015490055,6.949590206
PNR,-4.816030025,11.88659954
RBA,34.051498,-6.75152
ROR,7.36731,134.544236
RUN,-20.88710022,55.51029968
SBN,41.70869827,-86.31729889
SOU,50.95029831,-1.35679996
SSG,3.755270004,8.708720207
TLN,43.09730148,6.146029949
TNR,-18.7969,47.478802
VGO,42.23180008,-8.62677002
VLD,30.78249931,-83.27670288
ZSE,-21.32089996,55.42499924
AAE,36.822201,7.809174
AZR,27.83760071,-0.186414003
BJA,36.7120018,5.069920063
BLJ,35.7521019,6.308589935
BMW,21.375,0.923888981
BSK,34.79330063,5.738230228
CBH,31.64570045,-2.269860029
CZL,36.27600098,6.620389938
DJG,24.292801,9.45244
ELG,30.57130051,2.859590054
ELU,33.51139832,6.776790142
GHA,32.38410187,3.79411006
HME,31.67300034,6.140439987
HRM,32.93040085,3.311539888
IAM,28.0515,9.64291
INZ,27.25099945,2.512020111
MUW,35.20769882,0.147141993
OGX,31.91720009,5.412779808
ORN,35.62390137,-0.621182978
QSF,36.17810059,5.32449007
TEE,35.43159866,8.12071991
TGR,33.06779861,6.088669777
TID,35.34109879,1.463150024
TLM,35.01670074,-1.450000048
TMR,22.81150055,5.451079845
AGR,27.15579987,77.96089935
AGX,10.82369995,72.1760025
DHM,32.1651001,76.26339722
DMU,25.88389969,93.77110291
GWL,26.29330063,78.22779846
HJR,24.81719971,79.91860199
IXD,25.44009972,81.73390198
JGA,22.46549988,70.01260376
JLR,23.17779922,80.05200195
KNU,26.404301,80.410103
KUU,31.87669945,77.15440369
LUH,30.85470009,75.95259857
MLE,4.191830158,73.52909851
SHL,25.70359993,91.97869873
STV,21.1140995,72.7417984
TIR,13.63249969,79.54329681
VGA,16.53039932,80.79679871
AOR,6.189670086,100.3980026
BDO,-6.900629997,107.5759964
BPN,-1.268270016,116.8939972
BTJ,5.522872024,95.42063713
BTU,3.123850107,113.0199966
DMK,13.91259956,100.6070023
HDY,6.933209896,100.3929977
JHB,1.64131,103.669998
JOG,-7.788179874,110.4319992
KBR,6.16685009,102.2929993
KCH,1.484699965,110.3470001
LBU,5.300680161,115.25
LOP,-8.757322,116.276675
MYY,4.32201004,113.9869995
PDG,-0.786917,100.280998
PKU,0.460786015,101.4449997
PLM,-2.898250103,104.6999969
SBW,2.261600018,111.9850006
SDK,5.900899887,118.0589981
SOC,-7.516089916,110.7570038
SRG,-6.97273,110.375
SUB,-7.379829884,112.7870026
TGG,5.382639885,103.1029968
TWU,4.320159912,118.1279984
UPG,-5.061629772,119.5540009
URT,9.132599831,99.13559723
VTE,17.98830032,102.5630035
CLQ,19.277,-103.577002
CVM,23.70330048,-98.95649719
DGO,24.12420082,-104.5279999
JAL,19.47509956,-96.79750061
LMM,25.68519974,-109.0810013
LZC,18.00169945,-102.2210007
MAM,25.76989937,-97.52529907
MXL,32.6306,-115.241997
NLD,27.44389915,-99.57050323
PAZ,20.60269928,-97.46080017
PDS,28.627399,-100.535004
PXM,15.8769,-97.089103
SLW,25.54949951,-100.9290009
TAP,14.79430008,-92.37000275
TPQ,21.4195,-104.843002
AFA,-34.588299,-68.4039
CPC,-40.075401,-71.137299
CTC,-28.59560013,-65.75170136
FMA,-26.2127,-58.2281
FTE,-50.2803,-72.053101
IGR,-25.737301,-54.4734
IRJ,-29.38159943,-66.79579926
JUJ,-24.392799,-65.097801
LUQ,-33.27320099,-66.35639954
PSS,-27.3858,-55.9707
RES,-27.45,-59.0561
RHD,-27.4966,-64.93595
RSA,-36.588299,-64.275703
SDE,-27.76555634,-64.30999756
SLA,-24.8560009,-65.48619843
TUC,-26.8409,-65.104897
UAQ,-31.571501,-68.418198
USH,-54.8433,-68.2958
VDM,-40.8692,-63.0004
ADK,51.87799835,-176.6459961
AKN,58.67679977,-156.6490021
ALW,46.09489822,-118.288002
BLI,48.7928009,-122.538002
BZN,45.77750015,-111.1529999
CDB,55.20610046,-162.7250061
DLG,59.04470062,-158.5050049
EAT,47.39889908,-120.2070007
FCA,48.3105011,-114.2559967
GTF,47.48199844,-111.3710022
HLN,46.60680008,-111.9830017
LTO,25.98920059,-111.3479996
LWS,46.37450027,-117.0149994
MSO,46.91630173,-114.0910034
PBG,44.65090179,-73.4681015
PQI,46.68899918,-68.0447998
PSC,46.26470184,-119.1190033
PSG,56.80170059,-132.9450073
PUW,46.7439,-117.110001
SDP,55.31499863,-160.522995
SIT,57.04710007,-135.3619995
SNP,57.16730118,-170.2200012
STG,56.57830048,-169.6620026
WRG,56.48429871,-132.3699951
YAK,59.50329971,-139.6600037
YKM,46.56819916,-120.5439987
AGA,30.32500076,-9.413069725
AHU,35.17710114,-3.839519978
ESU,31.39749908,-9.681670189
EUN,27.151699,-13.2192
GLN,29.0266991,-10.0502996
OUD,34.78720093,-1.923990011
OZZ,30.93910027,-6.909430027
RAI,14.92450047,-23.49349976
TFN,28.48270035,-16.34149933
TTA,28.44820023,-11.16129971
TTU,35.59429932,-5.320020199
VIL,23.7183,-15.932
AXM,4.45278,-75.7664
BAQ,10.8896,-74.7808
BGA,7.1265,-73.1848
CTG,10.4424,-75.513
CUC,7.92757,-72.5115
EJA,7.02433,-73.8068
EYP,5.31911,-72.384
IBE,4.42161,-75.1333
MTR,8.82374,-75.8258
MZL,5.0296,-75.4647
NVA,2.95015,-75.294
PEI,4.81267,-75.7395
PPN,2.4544,-76.6093
RCH,11.5262,-72.926
SMR,11.1196,-74.2306
TCO,1.81442,-78.7492
VUP,10.435,-73.2495
TML,9.557189941,-0.863214016
BMA,59.35440063,17.94169998
JOE,62.66289902,29.60750008
JYV,62.3995018,25.67830086
KAJ,64.28549957,27.69239998
KAO,65.98760223,29.23940086
KEF,63.98500061,-22.60560036
KEM,65.77870178,24.58209991
KUO,63.00709915,27.79780006
MMX,55.53630536,13.37619781
MSQ,53.88249969,28.03070068
NRK,58.5862999,16.25060081
